"","name","type","latitude","longitude","population","year","gas","est_RFNB"
"1106","Kuujjuaq","Inuit","58.102996","-68.418839","2375","1982","50.0666666666667","165.43170189268"
"1107","Kuujjuaraapik","Inuit","55.27457","-77.763784","657","1982","46.05","270.314889025692"
"1108","Puvirnituq","Inuit","60.037118","-77.26923","1692","1982","46.05","151.796411629994"
"1109","Quaqtaq","Inuit","61.041724","-69.639923","376","1982","50.0666666666667","216.836224980393"
"1110","Salluit","Inuit","62.201285","-75.646856","1347","1982","53.475","180.887049814462"
"1111","Tasiujaq","Inuit","58.697407","-69.937393","303","1982","50.0666666666667","256.430885315268"
"1112","Umiujaq","Inuit","56.551953","-76.515001","444","1982","46.05","189.431231917178"
"1113","Akulivik","Inuit","60.817681","-78.144241","615","1982","41.125","232.870434563506"
"1114","Ulukhaktok","Inuit","70.733333","-117.75","402","1982","35.9666666666667","210.566651450216"
"1115","Resolute Bay","Inuit","74.697299","-94.829729","214","1982","35.9666666666667","162.749651637637"
"1116","Arviat","Inuit","61.095587","-94.07189","2318","1982","41.125","183.168645827309"
"1117","Aupaluk","Inuit","59.30574","-69.597489","195","1982","50.0666666666667","152.067968475742"
"1118","Gjoa Haven","Inuit","68.635556","-95.849722","1279","1982","35.9666666666667","155.660687121234"
"1119","Kangiqsualujjuaq","Inuit","58.711389","-65.992778","874","1982","50.0666666666667","220.430740934473"
"1120","Kugaaruk","Inuit","68.534722","-89.825","771","1982","35.9666666666667","245.709412729387"
"1121","Taloyoak","Inuit","69.537378","-93.524968","899","1982","35.9666666666667","162.167906337625"
"1122","Tuktoyaktuk","Inuit","69.445358","-133.034181","854","1982","35.9666666666667","170.629873665108"
"1123","Killiniq","Inuit","60.420298106","-64.831129","0","1982","50.0666666666667","156.678015538553"
"1124","Inuvik","Inuit","68.354382","-133.690613","3463","1982","35.9666666666667","244.456212010656"
"1125","Fort William","First Nations","48.353968","-89.262714","193","1982","41.125","153.763410353647"
"1126","Buffalo Point First Nation","First Nations","49.012444","-95.239622","52","1982","41.125","213.571024940345"
"1127","Ojibway Nation of Saugeen","First Nations","50.434770016","-90.691783627","207","1982","41.125","308.623601486659"
"1128","Lac La Croix","First Nations","48.38805556","-92.07805556","377","1982","41.125","185.944910310946"
"1129","Madawaska Maliseet First Nation","First Nations","47.362299405","-68.296508276","314","1982","44.75","265.345317519141"
"1130","Naotkamegwanning","First Nations","49.403889","-93.893056","51","1982","41.125","212.277038407125"
"1131","Wabauskang First Nation","First Nations","50.416111","-93.185","292","1982","41.125","159.078318520789"
"1132","Obashkaandagaang","First Nations","49.691111111","-94.613888889","300","1982","41.125","183.433463563499"
"1133","Anishnaabeg of Naongashiing","First Nations","49.121944444","-94.308055556","357","1982","41.125","225.62242810323"
"1134","Anishinabe of Wauzhushk Onigum","First Nations","49.741210937","-94.426944444","489","1982","41.125","157.07594061533"
"1135","Gull Bay","First Nations","49.800908","-89.105937","64","1982","41.125","254.683933392451"
"1136","Tobique","First Nations","46.784080938","-67.695149614","199","1982","44.75","160.397358065972"
"1137","Couchiching First Nation","First Nations","48.682921942","-93.413057239","217","1982","41.125","175.856279607816"
"1138","Northwest Angle No.33","First Nations","49.376111111","-95.021111111","405","1982","41.125","161.242424195491"
"1139","Northwest Angle No.37","First Nations","49.375","-93.988888889","346","1982","41.125","154.496790816332"
"1140","Mitaanjigamiing First Nation","First Nations","48.713055556","-93.361111111","98","1982","41.125","167.363394341772"
"1141","Woodstock","First Nations","46.109192","-67.57747","554","1982","44.75","176.565437933967"
"1142","Eagle Lake","First Nations","49.745","-93.055","428","1982","41.125","154.861024202559"
"1143","Rainy River First Nations","First Nations","48.655","-93.906944444","561","1982","41.125","185.496535225185"
"1144","Lac Des Mille Lacs","First Nations","48.965046882","-90.647195987","429","1982","41.125","258.556097257635"
"1145","Wabaseemoong Independent Nations","First Nations","50.133333","-94.95","159","1982","41.125","256.932832852676"
"1146","Big Grassy","First Nations","49.053956465","-94.305554548","497","1982","41.125","157.690786191848"
"1147","Iskatewizaagegan #39 Independent First Nation","First Nations","49.653055556","-95.098055556","438","1982","41.125","237.327411298702"
"1148","Ojibways of Onigaming First Nation","First Nations","49.176944444","-93.921111111","503","1982","41.125","228.129533723888"
"1149","Grassy Narrows First Nation","First Nations","50.183055556","-94.036944444","99","1982","41.125","157.421859407772"
"1150","Wabigoon Lake Ojibway Nation","First Nations","49.605","-92.523056","462","1982","41.125","179.806872317509"
"1151","Ochiichagwe'babigo'ining First Nation","First Nations","49.893748992","-94.538129049","369","1982","41.125","159.266092672404"
"1152","Naicatchewenin","First Nations","48.858888889","-93.578888889","376","1982","41.125","205.185509670214"
"1153","Nigigoonsiminikaaning First Nation","First Nations","48.73846477","-92.925954105","319","1982","41.125","161.018724799276"
"1154","Kingsclear","First Nations","45.950442","-66.851933","558","1982","44.75","157.627107870291"
"1155","Shoal Lake No.40","First Nations","49.605561944","-95.132423611","433","1982","41.125","164.431829856152"
"1156","Seine River First Nation","First Nations","48.718888889","-92.428055556","491","1982","41.125","217.84164218339"
"1157","Lac Seul","First Nations","50.245","-92.328055556","304","1982","41.125","181.479855734742"
"1158","Skuppah","First Nations","50.187988281","-121.578063965","39","1982","44.6583333333333","154.767177918548"
"1159","Toosey","First Nations","51.920410156","-122.483764648","298","1982","44.6583333333333","263.59805746768"
"1160","Première nation de Whapmagoostui","First Nations","55.16003418","-77.269897461","540","1982","46.05","207.175162704635"
"1161","Katzie","First Nations","49.201504","-122.677245","417","1982","44.6583333333333","154.328110268878"
"1162","Membertou","First Nations","46.116621","-60.195615","82","1982","50.0666666666667","310.004913682898"
"1163","Yekooche First Nation","First Nations","54.600402832","-125.066101074","202","1982","44.6583333333333","188.758856581391"
"1164","York Factory First Nation","First Nations","56.089782715","-96.108276367","55","1982","41.125","200.509469952057"
"1165","Nisga'a Village of Laxgalt'sap","First Nations","55.037841797","-129.555786133","133","1982","44.6583333333333","164.945852213074"
"1166","Acadia","First Nations","43.832917","-66.084223","94","1982","44.75","254.814217596645"
"1167","Waycobah First Nation","First Nations","45.967398945","-61.135483371","555","1982","50.0666666666667","165.519944990318"
"1168","Tlowitsis Tribe","First Nations","50.531982422","-125.982666016","350","1982","44.6583333333333","162.728683733709"
"1169","Haisla Nation","First Nations","53.973205566","-128.648071289","141","1982","44.6583333333333","243.104353536189"
"1170","Tsawwassen First Nation","First Nations","49.041920768","-123.100158446","311","1982","44.6583333333333","231.770040683038"
"1171","Chawathil","First Nations","49.378888889","-121.555","426","1982","44.6583333333333","161.066391048055"
"1172","Micmacs of Gesgapegiag","First Nations","48.202614179","-65.922951854","89","1982","50.0666666666667","185.548970618339"
"1173","Taykwa Tagamou Nation","First Nations","49.006944444","-80.838055556","393","1982","46.05","166.236021908752"
"1174","Westbank First Nation","First Nations","49.836111111","-119.608055556","516","1982","44.6583333333333","184.994011503312"
"1175","Nazko First Nation","First Nations","52.954223633","-123.583618164","335","1982","44.6583333333333","155.066863179729"
"1176","Beecher Bay","First Nations","48.337688","-123.606697","224","1982","44.6583333333333","153.285447029292"
"1177","Première Nation Malecite de Viger","First Nations","47.917994282","-69.50759115","29","1982","44.75","155.75510556191"
"1178","Cowichan","First Nations","48.776794434","-123.708312988","391","1982","44.6583333333333","154.387047024556"
"1179","Eskasoni","First Nations","45.930251534","-60.6452928","364","1982","50.0666666666667","152.799961802075"
"1180","Tetlit Gwich'in","First Nations","67.431213379","-134.875488281","84","1982","35.9666666666667","242.704032812319"
"1181","Metlakatla","First Nations","54.33782959","-130.445373535","529","1982","44.6583333333333","157.971218056768"
"1182","Fort Severn","First Nations","55.994566263","-87.61970716","453","1982","41.125","161.165518879959"
"1183","Buctouche","First Nations","46.4525","-64.758611111","39","1982","50.0666666666667","153.427672438709"
"1184","Sliammon","First Nations","49.897946","-124.607755","10","1982","44.6583333333333","164.296008156516"
"1185","Kitselas","First Nations","54.491638184","-128.584106445","437","1982","44.6583333333333","248.340718451865"
"1186","Les Innus de Ekuanitshit","First Nations","50.29083252","-64.02130127","429","1982","50.0666666666667","210.054029457388"
"1187","Hupacasath First Nation","First Nations","49.265197754","-124.825500488","293","1982","44.6583333333333","229.231972278857"
"1188","Kitchenuhmaykoosib Inninuwug","First Nations","53.824274134","-89.875387627","108","1982","41.125","160.322515873729"
"1189","Cayoose Creek","First Nations","50.671944444","-121.935","171","1982","44.6583333333333","160.42885381108"
"1190","Kitasoo","First Nations","52.583055556","-128.533055556","404","1982","44.6583333333333","212.075712256897"
"1191","Ashcroft","First Nations","50.717834473","-121.311584473","256","1982","44.6583333333333","229.273097374352"
"1192","Tzeachten","First Nations","49.111327","-121.956911","394","1982","44.6583333333333","248.510737561439"
"1193","Quatsino","First Nations","50.61340332","-127.573669434","405","1982","44.6583333333333","158.667400576534"
"1194","Nadleh Whuten","First Nations","54.076944444","-124.601111111","409","1982","44.6583333333333","180.115700045538"
"1195","Skawahlook First Nation","First Nations","49.356111111","-121.606944444","524","1982","44.6583333333333","267.572454357616"
"1196","Moricetown","First Nations","55.01159668","-127.322509766","172","1982","44.6583333333333","255.137684950864"
"1197","Fox Lake","First Nations","56.329870819","-94.663388508","37","1982","41.125","158.251331033924"
"1198","Webequie","First Nations","52.985229492","-87.282409668","530","1982","41.125","168.783203821975"
"1199","Popkum","First Nations","49.208055556","-121.718055556","2","1982","44.6583333333333","158.753873553136"
"1200","Atikamekw d'Opitciwan","First Nations","48.666992187","-74.948974609","265","1982","46.05","252.07590420213"
"1201","Bear River","First Nations","44.549444444","-65.623611111","297","1982","44.75","228.37826975805"
"1202","Huu-ay-aht First Nations","First Nations","48.800598145","-125.120666504","472","1982","44.6583333333333","159.860747329241"
"1203","Nak'azdli","First Nations","54.431396484","-124.247497559","156","1982","44.6583333333333","179.541724329876"
"1204","T'it'q'et","First Nations","50.68538061","-121.949795556","360","1982","44.6583333333333","167.026101034651"
"1205","Shubenacadie","First Nations","45.095224","-63.489859","232","1982","46.375","183.469954521758"
"1206","Hesquiaht","First Nations","49.367004395","-126.271972656","470","1982","44.6583333333333","151.043082607511"
"1207","Mount Currie","First Nations","50.328055556","-122.676111111","192","1982","44.6583333333333","155.773071973447"
"1208","Da'naxda'xw First Nation","First Nations","51.017211914","-125.612182617","194","1982","44.6583333333333","188.173453991539"
"1209","Odanak","First Nations","46.073242187","-72.821899414","211","1982","53.475","165.496111355483"
"1210","Miawpukek","First Nations","47.863441","-55.755889","281","1982","50.5833333333333","155.294845955045"
"1211","Malahat First Nation","First Nations","48.614013672","-123.520202637","293","1982","44.6583333333333","158.183289940977"
"1212","Kashechewan","First Nations","52.291388889","-81.652222222","1","1982","46.05","158.801680097123"
"1213","Annapolis Valley","First Nations","45.065777","-64.654284","260","1982","46.375","215.573355809297"
"1214","Leq' a: mel First Nation","First Nations","49.185","-122.076944444","345","1982","44.6583333333333","154.612433856577"
"1215","Aklavik","First Nations","68.218200684","-135.006469727","361","1982","35.9666666666667","243.220127009382"
